College_Code,College_Name,Course_Code,Course_Name,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
E001,University of Visvesvaraya College of Engineering Bangalore,AI,Artificial Intelligence,7439,,,7779 6734,7875,,,4084,,,4605,,,3907,8135,5262,16354,17206 35396 35775,18801
E001,University of Visvesvaraya College of Engineering Bangalore,CE,Civil,68898,,,72287 69941 69666,74333,,106460,61284,,72697,66004,,69405,45002,53695,64028,79824,81469 85768 96999,82070 123085
E001,University of Visvesvaraya College of Engineering Bangalore,CS,Computers,5690,,8190,5561 7429 6464,7208,,10336,3462,,4593,3825,7474,4376,3211,7414,4335,12522,18300 17443 21924,17805
E001,University of Visvesvaraya College of Engineering Bangalore,EC,Electronics,9983,,11714,12339 16068 9995,11081,,31185,7594,19963,,6724,,11437,6157,11976,9636,29933,31957 35459 33332,33883
E001,University of Visvesvaraya College of Engineering Bangalore,EE,Electrical,23455,38399,27371,23258 26419 26752,33101,,,20957,,,17818,,21279,14958,25264,20432,57941,69479 43095 63753,54873
E001,University of Visvesvaraya College of Engineering Bangalore,IE,Info.Science,7386,,,6831 7255,11745,25997,,4483,,6192,4926,,,4224,7969,5378,26413,23558 31532,30720
E001,University of Visvesvaraya College of Engineering Bangalore,ME,Mechanical,62826,,84940,73927 74639 78235,75759,,77912,49937,,64283,54690,59602,62654,41170,51745,59489,98260,92113 123898 124646,101112 117800
E002,SKSJT Institute of Engineering Bangalore,CE,Civil,98381,93663 97599 92163 101369,,,,,84557,,91027,97068,,81166 89157 91373,,102539 118675 106094 124285,,,,,,128598
E002,SKSJT Institute of Engineering Bangalore,CS,Computers,14283,12953 14602 14205 17116,,,,,13226 41540,18543,11670,16632 10248,,26472 15038 12099 36758 28286,,,,,,,
E002,SKSJT Institute of Engineering Bangalore,EC,Electronics,31182,35187 37710 29840,,,,,24388,,25641,29398,,61863 58081 24442 27495 55527 23483,,,,,,65383,69964
E002,SKSJT Institute of Engineering Bangalore,ST,Silk Tech,154144,139633 121867,,,,,,,136664,,,112624 135932 117971 143808 133093,,,,,,,
E002,SKSJT Institute of Engineering Bangalore,TX,Textiles,150513,231397 163489 188573 171474 147320,,,,,135887,,161867,,,134552 155328 162260 189964 233310 198936 194798,,,,,,,
E003,BMS College of Engineering Basavanagudi Bangalore,CE,Civil,53895,,40481,,47288,73226,,,36824,,37691 53382,32553,45050,43081,65667,61968 80462,113639,68114
E003,BMS College of Engineering Basavanagudi Bangalore,EC,Electronics,3129,,5099 9998,,6916,6731,,,2260,,9238 2944,2025,3761,6088,22053,22676 35225,,37639
E003,BMS College of Engineering Basavanagudi Bangalore,EE,Electrical,8704,,27508 14445,25985,22163,22494,,,7764,,13305 6249,5466,16260,13014,47027 62536,53189 46280,,
E003,BMS College of Engineering Basavanagudi Bangalore,IM,Ind. Engg. Mgmt.,61515,,49712,51972,52000,42204,,67492,27680,55313,29567,27476,38326,49125,105809 108985,14397 282908,,
E003,BMS College of Engineering Basavanagudi Bangalore,ME,Mechanical,27080,,32249,,42973,46818,,,81676 23102,38584,21721,15458,30114,30585,73510,126735 56822,,99680
